"state","importance","paper_title","venue","project_link_or_github_link","paper_link","sort","pdf_path"
"checked","S","4D LangSplat: 4D Language Gaussian Splatting via Multimodal Large Language Models","CVPR 2025","https://4d-langsplat.github.io/","https://arxiv.org/pdf/2503.10437.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_4D_LangSplat_4D_Language_Gaussian_Splatting_via_Multimodal_Large_Language_Models.pdf"
"checked","B","Drag Your Gaussian: Effective Drag-Based Editing with Score Distillation for 3D Gaussian Splatting","SIGGRAPH 2025","https://quyans.github.io/Drag-Your-Gaussian/","https://arxiv.org/pdf/2501.18672.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/SIGGRAPH_2025/2025_Drag_Your_Gaussian_Effective_Drag_Based_Editing_with_Score_Distillation_for_3D_Gaussian_Splatting.pdf"
"checked","S","4DLangVGGT: 4D Language-Visual Geometry Grounded Transformer","arXiv 2025","https://hustvl.github.io/4DLangVGGT/","https://arxiv.org/pdf/2512.05060.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/arXiv_2025/2025_4DLangVGGT_4D_Language_Visual_Geometry_Grounded_Transformer.pdf"
"checked","S","Segment Any 4D Gaussians","arXiv 2024","https://jsxzs.github.io/sa4d/","https://arxiv.org/pdf/2407.04504.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/arXiv_2024/2024_Segment_Any_4D_Gaussians.pdf"
"checked","S","Instruct 4D-to-4D: Editing 4D Scenes as Pseudo-3D Scenes Using 2D Diffusion","CVPR 2024","https://immortalco.github.io/Instruct-4D-to-4D/","https://openaccess.thecvf.com/content/CVPR2024/papers/Mou_Instruct_4D-to-4D_Editing_4D_Scenes_as_Pseudo-3D_Scenes_Using_2D_CVPR_2024_paper.pdf","4DGS_Editing","paperPDFs/4DGS_Editing/CVPR_2024/2024_Instruct_4D_to_4D_Editing_4D_Scenes_as_Pseudo_3D_Scenes_Using_2D_Diffusion.pdf"
"checked","S","Catalyst4D: High-Fidelity 3D-to-4D Scene Editing via Dynamic Propagation","CVPR 2026","https://junliao2025.github.io/Catalyst4D-ProjectPage/","https://arxiv.org/pdf/2603.12766.pdf","4DGS_Editing","paperPDFs/4DGS_Editing/CVPR_2026/2026_Catalyst4D_High_Fidelity_3D_to_4D_Scene_Editing_via_Dynamic_Propagation.pdf"
"checked","A","AnyStyle: Single-Pass Multimodal Stylization for 3D Gaussian Splatting","arXiv 2026","https://github.com/joaxkal/AnyStyle","https://arxiv.org/pdf/2602.04043.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/arXiv_2026/2026_AnyStyle_Single_Pass_Multimodal_Stylization_for_3D_Gaussian_Splatting.pdf"
"checked","A","3DSceneEditor: Controllable 3D Scene Editing with Gaussian Splatting","WACV 2026","N/A","https://openaccess.thecvf.com/content/WACV2026/papers/Yan_3DSceneEditor_Controllable_3D_Scene_Editing_with_Gaussian_Splatting_WACV_2026_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/WACV_2026/2026_3DSceneEditor_Controllable_3D_Scene_Editing_with_Gaussian_Splatting.pdf"
"checked","A","GaussianBlock: Building Part-Aware Compositional and Editable 3D Scene by Primitives and Gaussians","ICLR 2025","https://qpkl9034.github.io/","https://arxiv.org/pdf/2410.01535.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICLR_2025/2025_GaussianBlock_Building_Part_Aware_Compositional_and_Editable_3D_Scene_by_Primitives_and_Gaussians.pdf"
"checked","A","ReGS: Reference-based Controllable Scene Stylization with Gaussian Splatting","NeurIPS 2024","N/A","https://openreview.net/pdf?id=ynJr0RW6FR","3DGS_Editing","paperPDFs/3DGS_Editing/NeurIPS_2024/2024_ReGS_Reference_based_Controllable_Scene_Stylization_with_Gaussian_Splatting.pdf"
"checked","A","4DGT: Learning a 4D Gaussian Transformer Using Real-World Monocular Videos","NeurIPS 2025","https://4dgt.github.io","https://arxiv.org/pdf/2506.08015.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2025/2025_4DGT_Learning_a_4D_Gaussian_Transformer_Using_Real_World_Monocular_Videos.pdf"
"checked","A","MoVieS: Motion-Aware 4D Dynamic View Synthesis in One Second","CVPR 2026","https://chenguolin.github.io/projects/MoVieS/","https://arxiv.org/pdf/2507.10065.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2026/2026_MoVieS_Motion_Aware_4D_Dynamic_View_Synthesis_in_One_Second.pdf"
"checked","A","FLEG: Feed-Forward Language Embedded Gaussian Splatting from Any Views","arXiv 2025","https://fangzhou2000.github.io/projects/fleg","https://arxiv.org/pdf/2512.17541.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/arXiv_2025/2025_FLEG_Feed_Forward_Language_Embedded_Gaussian_Splatting_from_Any_Views.pdf"
"checked","S","4D Synchronized Fields: Motion-Language Gaussian Splatting for Temporal Scene Understanding","arXiv 2026","N/A","https://arxiv.org/pdf/2603.14301.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/arXiv_2026/2026_4D_Synchronized_Fields_Motion_Language_Gaussian_Splatting_for_Temporal_Scene_Understanding.pdf"
"checked","A","Motion4D: Learning 3D-Consistent Motion and Semantics for 4D Scene Understanding","NeurIPS 2025","https://hrzhou2.github.io/motion4d-web/","https://arxiv.org/pdf/2512.03601.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2025/2025_Motion4D_Learning_3D_Consistent_Motion_and_Semantics_for_4D_Scene_Understanding.pdf"
"checked","A","Dynamic Gaussians Mesh: Consistent Mesh Reconstruction from Dynamic Scenes","ICLR 2025","https://www.liuisabella.com/DG-Mesh/","https://openreview.net/pdf?id=LuGHbK8qTa","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICLR_2025/2025_Dynamic_Gaussians_Mesh_Consistent_Mesh_Reconstruction_from_Dynamic_Scenes.pdf"
"checked","A","MaGS: Reconstructing and Simulating Dynamic 3D Objects with Mesh-adsorbed Gaussian Splatting","ICCV 2025","https://wcwac.github.io/MaGS-page/","https://openaccess.thecvf.com/content/ICCV2025/papers/Ma_MaGS_Reconstructing_and_Simulating_Dynamic_3D_Objects_with_Mesh-adsorbed_Gaussian_ICCV_2025_paper.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_MaGS_Reconstructing_and_Simulating_Dynamic_3D_Objects_with_Mesh_adsorbed_Gaussian_Splatting.pdf"
"checked","B","DynaSurfGS: Dynamic Surface Reconstruction with Planar-based Gaussian Splatting","arXiv 2024","https://open3dvlab.github.io/DynaSurfGS/","https://arxiv.org/pdf/2408.13972.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/arXiv_2024/2024_DynaSurfGS_Dynamic_Surface_Reconstruction_with_Planar_based_Gaussian_Splatting.pdf"
"checked","A","Feed-Forward Bullet-Time Reconstruction of Dynamic Scenes from Monocular Videos","NeurIPS 2025","https://research.nvidia.com/labs/toronto-ai/bullet-timer/","https://arxiv.org/pdf/2412.03526.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_Feed_Forward_Bullet_Time_Reconstruction_of_Dynamic_Scenes_from_Monocular_Videos.pdf"
"checked","B","F4Splat: Feed-Forward Predictive Densification for Feed-Forward 3D Gaussian Splatting","arXiv 2026","https://mlvlab.github.io/F4Splat/","https://arxiv.org/pdf/2603.21304.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/arXiv_2026/2026_F4Splat_Feed_Forward_Predictive_Densification_for_Feed_Forward_3D_Gaussian_Splatting.pdf"
"checked","A","DGGT: Feedforward 4D Reconstruction of Dynamic Driving Scenes using Unposed Images","CVPR 2026","https://xiaomi-research.github.io/dggt/","https://arxiv.org/pdf/2512.03004.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2026/2026_DGGT_Feedforward_4D_Reconstruction_of_Dynamic_Driving_Scenes_using_Unposed_Images.pdf"
"checked","A","MoRe: Motion-aware Feed-forward 4D Reconstruction Transformer","CVPR 2026","https://hellexf.github.io/MoRe/","https://arxiv.org/pdf/2603.05078.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2026/2026_MoRe_Motion_aware_Feed_forward_4D_Reconstruction_Transformer.pdf"
"checked","A","UFO-4D: Unposed Feedforward 4D Reconstruction from Two Images","ICLR 2026","https://ufo-4d.github.io/","https://arxiv.org/pdf/2602.24290.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICLR_2026/2026_UFO_4D_Unposed_Feedforward_4D_Reconstruction_from_Two_Images.pdf"
"checked","A","GP-4DGS: Probabilistic 4D Gaussian Splatting from Monocular Video via Variational Gaussian Processes","arXiv 2026","N/A","https://arxiv.org/pdf/2604.02915.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/arXiv_2026/2026_GP_4DGS_Probabilistic_4D_Gaussian_Splatting_from_Monocular_Video_via_Variational_Gaussian_Processes.pdf"
"checked","A","TRiGS: Temporal Rigid-Body Motion for Scalable 4D Gaussian Splatting","arXiv 2026","https://wwwjjn.github.io/TRiGS-project_page/","https://arxiv.org/pdf/2604.00538.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/arXiv_2026/2026_TRiGS_Temporal_Rigid_Body_Motion_for_Scalable_4D_Gaussian_Splatting.pdf"
"checked","A","Morpheus: Text-Driven 3D Gaussian Splat Shape and Color Stylization","CVPR 2025","https://nianticlabs.github.io/morpheus/","https://openaccess.thecvf.com/content/CVPR2025/papers/Wynn_Morpheus_Text-Driven_3D_Gaussian_Splat_Shape_and_Color_Stylization_CVPR_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/CVPR_2025/2025_Morpheus_Text_Driven_3D_Gaussian_Splat_Shape_and_Color_Stylization.pdf"
"checked","A","VcEdit: View-consistent 3D Editing with Gaussian Splatting","ECCV 2024","http://yuxuanw.me/vcedit/","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/05210.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ECCV_2024/2024_View_Consistent_3D_Editing_with_Gaussian_Splatting.pdf"
"checked","A","DGE: Direct Gaussian 3D Editing by Consistent Multi-view Editing","ECCV 2024","https://silent-chen.github.io/DGE/","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/09386.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ECCV_2024/2024_DGE_Direct_Gaussian_3D_Editing_by_Consistent_Multi_view_Editing.pdf"
"checked","A","Gaussian Grouping: Segment and Edit Anything in 3D Scenes","ECCV 2024","https://ymq2017.github.io/gaussian-grouping/","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04195.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ECCV_2024/2024_Gaussian_Grouping_Segment_and_Edit_Anything_in_3D_Scenes.pdf"
"checked","A","GaussCtrl: Multi-View Consistent Text-Driven 3D Gaussian Splatting Editing","ECCV 2024","https://gaussctrl.active.vision/","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02153.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ECCV_2024/2024_GaussCtrl_Multi_View_Consistent_Text_Driven_3D_Gaussian_Splatting_Editing.pdf"
"checked","A","Localized Gaussian Splatting Editing with Contextual Awareness","WACV 2025","https://corneliushsiao.github.io/GSLE.html","https://openaccess.thecvf.com/content/WACV2025/papers/Xiao_Localized_Gaussian_Splatting_Editing_with_Contextual_Awareness_WACV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/WACV_2025/2025_Localized_Gaussian_Splatting_Editing_with_Contextual_Awareness.pdf"
"checked","A","3D Gaussian Inpainting with Depth-Guided Cross-View Consistency","CVPR 2025","https://peterjohnsonhuang.github.io/3dgic-pages/","https://openaccess.thecvf.com/content/CVPR2025/papers/Huang_3D_Gaussian_Inpainting_with_Depth-Guided_Cross-View_Consistency_CVPR_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/CVPR_2025/2025_3D_Gaussian_Inpainting_with_Depth_Guided_Cross_View_Consistency.pdf"
"checked","A","EditSplat: Multi-View Fusion and Attention-Guided Optimization for View-Consistent 3D Scene Editing with 3D Gaussian Splatting","CVPR 2025","https://kuai-lab.github.io/editsplat2024/","https://openaccess.thecvf.com/content/CVPR2025/papers/Lee_EditSplat_Multi-View_Fusion_and_Attention-Guided_Optimization_for_View-Consistent_3D_Scene_CVPR_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/CVPR_2025/2025_EditSplat_Multi_View_Fusion_and_Attention_Guided_Optimization_for_View_Consistent_3D_Scene_Editing_with_3D_Gaussian_Splatting.pdf"
"checked","A","3DGS-Drag: Dragging Gaussians for Intuitive Point-Based 3D Editing","ICLR 2025","https://github.com/Dongjiahua/3DGS-Drag","https://proceedings.iclr.cc/paper_files/paper/2025/file/cde7c4434681c3988f9c5870c87cdd10-Paper-Conference.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICLR_2025/2025_3DGS_Drag_Dragging_Gaussians_for_Intuitive_Point_Based_3D_Editing.pdf"
"checked","A","RoMaP: Robust 3D-Masked Part-level Editing in 3D Gaussian Splatting with Regularized Score Distillation Sampling","ICCV 2025","https://janeyeon.github.io/romap/","https://openaccess.thecvf.com/content/ICCV2025/papers/Kim_Robust_3D-Masked_Part-level_Editing_in_3D_Gaussian_Splatting_with_Regularized_ICCV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICCV_2025/2025_RoMaP_Robust_3D_Masked_Part_level_Editing_in_3D_Gaussian_Splatting_with_Regularized_Score_Distillation_Sampling.pdf"
"checked","A","InterGSEdit: Interactive 3D Gaussian Splatting Editing with 3D Geometry-Consistent Attention Prior","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Wen_InterGSEdit_Interactive_3D_Gaussian_Splatting_Editing_with_3D_Geometry-Consistent_Attention_ICCV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICCV_2025/2025_InterGSEdit_Interactive_3D_Gaussian_Splatting_Editing_with_3D_Geometry_Consistent_Attention_Prior.pdf"
"checked","A","Stylos: Multi-View 3D Stylization with Single-Forward Gaussian Splatting","ICLR 2026","https://hanzhouliu.github.io/Stylos/","https://arxiv.org/pdf/2509.26455.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICLR_2026/2026_Stylos_Multi_View_3D_Stylization_with_Single_Forward_Gaussian_Splatting.pdf"
"checked","B","DenoiseSplat: Feed-Forward Gaussian Splatting for Noisy 3D Scene Reconstruction","arXiv 2026","N/A","https://arxiv.org/pdf/2603.09291.pdf","3DGS_Reconstruction","paperPDFs/3DGS_Reconstruction/arXiv_2026/2026_DenoiseSplat_Feed_Forward_Gaussian_Splatting_for_Noisy_3D_Scene_Reconstruction.pdf"
"checked","B","LeafFit: Plant Assets Creation from 3D Gaussian Splatting","Eurographics 2026","https://netbeifeng.github.io/LeafFit/","https://arxiv.org/pdf/2602.11577.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/Eurographics_2026/2026_LeafFit_Plant_Assets_Creation_from_3D_Gaussian_Splatting.pdf"
"checked","A","Mani-GS: Gaussian Splatting Manipulation with Triangular Mesh","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Gao_Mani-GS_Gaussian_Splatting_Manipulation_with_Triangular_Mesh_CVPR_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/CVPR_2025/2025_Mani_GS_Gaussian_Splatting_Manipulation_with_Triangular_Mesh.pdf"
"checked","A","SGSST: Scaling Gaussian Splatting Style Transfer","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Galerne_SGSST_Scaling_Gaussian_Splatting_Style_Transfer_CVPR_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/CVPR_2025/2025_SGSST_Scaling_Gaussian_Splatting_Style_Transfer.pdf"
"checked","A","A3GS: Arbitrary Artistic Style into Arbitrary 3D Gaussian Splatting","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Fang_A3GS_Arbitrary_Artistic_Style_into_Arbitrary_3D_Gaussian_Splatting_ICCV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICCV_2025/2025_A3GS_Arbitrary_Artistic_Style_into_Arbitrary_3D_Gaussian_Splatting.pdf"
"checked","A","Tune-Your-Style: Intensity-tunable 3D Style Transfer with Gaussian Splatting","ICCV 2025","https://zhao-yian.github.io/TuneStyle","https://openaccess.thecvf.com/content/ICCV2025/papers/Zhao_Tune-Your-Style_Intensity-tunable_3D_Style_Transfer_with_Gaussian_Splatting_ICCV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICCV_2025/2025_Tune_Your_Style_Intensity_tunable_3D_Style_Transfer_with_Gaussian_Splatting.pdf"
"checked","A","GS-ID: Illumination Decomposition on Gaussian Splatting via Adaptive Light Aggregation and Diffusion Guided Material Priors","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Du_GS-ID_Illumination_Decomposition_on_Gaussian_Splatting_via_Adaptive_Light_Aggregation_ICCV_2025_paper.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ICCV_2025/2025_GS_ID_Illumination_Decomposition_on_Gaussian_Splatting_via_Adaptive_Light_Aggregation_and_Diffusion_Guided_Material_Priors.pdf"
"checked","S","Control4D: Efficient 4D Portrait Editing with Text","CVPR 2024","https://control4darxiv.github.io/","https://openaccess.thecvf.com/content/CVPR2024/papers/Shao_Control4D_Efficient_4D_Portrait_Editing_with_Text_CVPR_2024_paper.pdf","4DGS_Editing","paperPDFs/4DGS_Editing/CVPR_2024/2024_Control4D_Efficient_4D_Portrait_Editing_with_Text.pdf"
"checked","A","Texture-GS: Disentangling the Geometry and Texture for 3D Gaussian Splatting Editing","ECCV 2024","N/A","https://arxiv.org/pdf/2403.10050.pdf","3DGS_Editing","paperPDFs/3DGS_Editing/ECCV_2024/2024_Texture_GS_Disentangling_the_Geometry_and_Texture_for_3D_Gaussian_Splatting_Editing.pdf"
"checked","S","D-MiSo: Editing Dynamic 3D Scenes using Multi-Gaussians Soup","NeurIPS 2024","https://github.com/waczjoan/D-MiSo","https://arxiv.org/pdf/2405.14276.pdf","4DGS_Editing","paperPDFs/4DGS_Editing/NeurIPS_2024/2024_D_MiSo_Editing_Dynamic_3D_Scenes_using_Multi_Gaussians_Soup.pdf"
"checked","S","Real-time Photorealistic Dynamic Scene Representation and Rendering with 4D Gaussian Splatting","ICLR 2024","https://fudan-zvg.github.io/4d-gaussian-splatting","https://arxiv.org/pdf/2310.10642.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICLR_2024/2024_Real_time_Photorealistic_Dynamic_Scene_Representation_and_Rendering_with_4D_Gaussian_Splatting.pdf"
"checked","A","Feature 3DGS: Supercharging 3D Gaussian Splatting to Enable Distilled Feature Fields","CVPR 2024","https://feature-3dgs.github.io/","https://arxiv.org/pdf/2312.03203.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2024/2024_Feature_3DGS_Supercharging_3D_Gaussian_Splatting_to_Enable_Distilled_Feature_Fields.pdf"
"checked","S","DGS-LRM: Real-Time Deformable 3D Gaussian Reconstruction From Monocular Videos","NeurIPS 2025","N/A","https://arxiv.org/pdf/2506.09997.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_DGS_LRM_Real_Time_Deformable_3D_Gaussian_Reconstruction_From_Monocular_Videos.pdf"
"checked","A","Fully Explicit Dynamic Gaussian Splatting","NeurIPS 2024","N/A","https://arxiv.org/pdf/2410.15629.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2024/2024_Fully_Explicit_Dynamic_Gaussian_Splatting.pdf"
"checked","S","Deformable 3D Gaussians for High-Fidelity Monocular Dynamic Scene Reconstruction","CVPR 2024","https://github.com/ingra14m/Deformable-3D-Gaussians","https://arxiv.org/pdf/2309.13101.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2024/2024_Deformable_3D_Gaussians_for_High_Fidelity_Monocular_Dynamic_Scene_Reconstruction.pdf"
"checked","S","D2Gaussian: Dynamic Control with Discretized 3D View Modeling for Text-Driven 3D Gaussian Splatting Editing","ACMMM 2025","N/A","https://doi.org/10.1145/3746027.3754728","3DGS_Editing","paperPDFs/3DGS_Editing/ACMMM_2025/2025_D2Gaussian_Dynamic_Control_with_Discretized_3D_View_Modeling_for_Text_Driven_3D_Gaussian_Splatting_Editing.pdf"
"checked","A","A Compact Dynamic 3D Gaussian Representation for Real-Time Dynamic View Synthesis","ECCV 2024","N/A","https://arxiv.org/pdf/2311.12897.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ECCV_2024/2024_A_Compact_Dynamic_3D_Gaussian_Representation_for_Real_Time_Dynamic_View_Synthesis.pdf"
